n_iteration,min_fitness,max_accur,rft
43,0.3472499999999996,0.6583333333333333,0.9
44,0.34483333333333294,0.6611111111111111,0.9333333333333333
45,0.34483333333333294,0.6611111111111111,0.9333333333333333
46,0.34483333333333294,0.6611111111111111,0.9333333333333333
47,0.34483333333333294,0.6611111111111111,0.9333333333333333
48,0.34483333333333294,0.6611111111111111,0.9333333333333333
49,0.34483333333333294,0.6611111111111111,0.9333333333333333
50,0.34483333333333294,0.6611111111111111,0.9333333333333333
51,0.34483333333333294,0.6611111111111111,0.9333333333333333
52,0.34483333333333294,0.6611111111111111,0.9333333333333333
53,0.34483333333333294,0.6611111111111111,0.9333333333333333
54,0.34483333333333294,0.6611111111111111,0.9333333333333333
55,0.34483333333333294,0.6611111111111111,0.9333333333333333
56,0.34483333333333294,0.6611111111111111,0.9333333333333333
57,0.34483333333333294,0.6611111111111111,0.9333333333333333
58,0.34483333333333294,0.6611111111111111,0.9333333333333333
59,0.34483333333333294,0.6611111111111111,0.9333333333333333
60,0.34483333333333294,0.6611111111111111,0.9333333333333333
61,0.34483333333333294,0.6611111111111111,0.9333333333333333
62,0.34483333333333294,0.6611111111111111,0.9333333333333333
63,0.34483333333333294,0.6611111111111111,0.9333333333333333
64,0.34483333333333294,0.6611111111111111,0.9333333333333333
65,0.34483333333333294,0.6611111111111111,0.9333333333333333
66,0.34483333333333294,0.6611111111111111,0.9333333333333333
67,0.34483333333333294,0.6611111111111111,0.9333333333333333
68,0.34483333333333294,0.6611111111111111,0.9333333333333333
69,0.34483333333333294,0.6611111111111111,0.9333333333333333
70,0.3200833333333329,0.6861111111111111,0.9333333333333333
71,0.3200833333333329,0.6861111111111111,0.9333333333333333
72,0.3200833333333329,0.6861111111111111,0.9333333333333333
73,0.3173333333333329,0.6888888888888889,0.9333333333333333
74,0.3173333333333329,0.6888888888888889,0.9333333333333333
75,0.3173333333333329,0.6888888888888889,0.9333333333333333
76,0.3173333333333329,0.6888888888888889,0.9333333333333333
77,0.3173333333333329,0.6888888888888889,0.9333333333333333
78,0.3173333333333329,0.6888888888888889,0.9333333333333333
79,0.3173333333333329,0.6888888888888889,0.9333333333333333
80,0.3173333333333329,0.6888888888888889,0.9333333333333333
81,0.3173333333333329,0.6888888888888889,0.9333333333333333
82,0.3173333333333329,0.6888888888888889,0.9333333333333333
83,0.3173333333333329,0.6888888888888889,0.9333333333333333
84,0.3173333333333329,0.6888888888888889,0.9333333333333333
85,0.3173333333333329,0.6888888888888889,0.9333333333333333
86,0.3173333333333329,0.6888888888888889,0.9333333333333333
87,0.3173333333333329,0.6888888888888889,0.9333333333333333
88,0.3173333333333329,0.6888888888888889,0.9333333333333333
89,0.3173333333333329,0.6888888888888889,0.9333333333333333
90,0.3173333333333329,0.6888888888888889,0.9333333333333333
91,0.3173333333333329,0.6888888888888889,0.9333333333333333
92,0.3173333333333329,0.6888888888888889,0.9333333333333333
93,0.3173333333333329,0.6888888888888889,0.9333333333333333
94,0.3173333333333329,0.6888888888888889,0.9333333333333333
95,0.3173333333333329,0.6888888888888889,0.9333333333333333
96,0.3173333333333329,0.6888888888888889,0.9333333333333333
97,0.3173333333333329,0.6888888888888889,0.9333333333333333
98,0.3173333333333329,0.6888888888888889,0.9333333333333333
99,0.3173333333333329,0.6888888888888889,0.9333333333333333
